iteration,data_size,real_time_sec,user_time_sec,sys_time_sec,status,file_size_bytes,method
1,100,0.05000 0.03000 0.01000,SUCCESS,694563,scifr
1,500,0.03000 0.02000 0.00000,SUCCESS,717586,scifr
1,1K,0.02000 0.02000 0.00000,SUCCESS,743506,scifr
1,2K,0.03000 0.02000 0.00000,SUCCESS,795353,scifr
1,4K,0.03000 0.02000 0.00000,SUCCESS,899048,scifr
1,8K,0.03000 0.02000 0.00000,SUCCESS,1106467,scifr
1,16K,0.03000 0.02000 0.00000,SUCCESS,1521237,scifr
1,32K,0.03000 0.02000 0.00000,SUCCESS,2350940,scifr
1,64K,0.04000 0.02000 0.01000,SUCCESS,4010163,scifr
1,128K,0.05000 0.03000 0.01000,SUCCESS,7328632,scifr
1,256K,0.07000 0.04000 0.02000,SUCCESS,13965675,scifr
1,485K,0.11000 0.06000 0.04000,SUCCESS,25868107,scifr
