iteration,data_size,real_time_sec,user_time_sec,sys_time_sec,status,file_size_bytes,method
5,100,5.47000 6.80000 0.50000,SUCCESS,1922159,quartoR
5,500,5.42000 6.94000 0.48000,SUCCESS,1945176,quartoR
5,1K,5.49000 6.96000 0.49000,SUCCESS,1971090,quartoR
5,2K,5.49000 7.01000 0.50000,SUCCESS,2022925,quartoR
5,4K,5.66000 7.20000 0.50000,SUCCESS,2126596,quartoR
5,8K,5.75000 7.20000 0.52000,SUCCESS,2333967,quartoR
5,16K,6.14000 7.63000 0.55000,SUCCESS,2748644,quartoR
5,32K,6.89000 8.40000 0.59000,SUCCESS,3578155,quartoR
5,64K,8.23000 9.63000 0.69000,SUCCESS,5236991,quartoR
5,128K,11.66000 12.81000 0.94000,SUCCESS,8554689,quartoR
5,256K,20.76000 20.90000 1.80000,SUCCESS,15190190,quartoR
5,485K,40.86000 38.37000 3.91000,SUCCESS,27089856,quartoR
