iteration,data_size,real_time_sec,user_time_sec,sys_time_sec,status,file_size_bytes,method
4,100,5.61000 6.99000 0.53000,SUCCESS,1922159,quartoR
4,500,5.71000 7.36000 0.53000,SUCCESS,1945176,quartoR
4,1K,5.64000 7.20000 0.54000,SUCCESS,1971090,quartoR
4,2K,5.58000 7.05000 0.50000,SUCCESS,2022925,quartoR
4,4K,5.72000 7.29000 0.52000,SUCCESS,2126596,quartoR
4,8K,6.13000 7.76000 0.55000,SUCCESS,2333967,quartoR
4,16K,6.30000 7.77000 0.59000,SUCCESS,2748644,quartoR
4,32K,7.04000 8.58000 0.64000,SUCCESS,3578155,quartoR
4,64K,8.28000 9.72000 0.74000,SUCCESS,5236991,quartoR
4,128K,12.07000 13.06000 1.02000,SUCCESS,8554689,quartoR
4,256K,20.86000 20.84000 1.98000,SUCCESS,15190190,quartoR
4,485K,41.73000 38.76000 4.31000,SUCCESS,27089856,quartoR
