iteration,data_size,real_time_sec,user_time_sec,sys_time_sec,status,file_size_bytes,method
3,100,5.63000 7.04000 0.52000,SUCCESS,1922159,quartoR
3,500,5.50000 6.97000 0.49000,SUCCESS,1945176,quartoR
3,1K,5.53000 7.07000 0.51000,SUCCESS,1971090,quartoR
3,2K,5.76000 7.35000 0.51000,SUCCESS,2022925,quartoR
3,4K,5.65000 7.17000 0.50000,SUCCESS,2126596,quartoR
3,8K,5.86000 7.40000 0.52000,SUCCESS,2333967,quartoR
3,16K,6.24000 7.79000 0.56000,SUCCESS,2748644,quartoR
3,32K,7.10000 8.57000 0.64000,SUCCESS,3578155,quartoR
3,64K,8.42000 9.69000 0.74000,SUCCESS,5236991,quartoR
3,128K,11.85000 12.88000 0.98000,SUCCESS,8554689,quartoR
3,256K,20.78000 20.98000 1.87000,SUCCESS,15190190,quartoR
3,485K,40.75000 38.58000 3.82000,SUCCESS,27089856,quartoR
