iteration,data_size,real_time_sec,user_time_sec,sys_time_sec,status,file_size_bytes,method
4,100,0.10000 0.04000 0.02000,SUCCESS,700028,jinja2
4,500,0.05000 0.04000 0.00000,SUCCESS,723059,jinja2
4,1K,0.05000 0.04000 0.01000,SUCCESS,748987,jinja2
4,2K,0.05000 0.04000 0.00000,SUCCESS,800850,jinja2
4,4K,0.05000 0.04000 0.01000,SUCCESS,904577,jinja2
4,8K,0.05000 0.04000 0.01000,SUCCESS,1112060,jinja2
4,16K,0.05000 0.04000 0.01000,SUCCESS,1526954,jinja2
4,32K,0.06000 0.05000 0.01000,SUCCESS,2356913,jinja2
4,64K,0.07000 0.06000 0.01000,SUCCESS,4016652,jinja2
4,128K,0.11000 0.08000 0.02000,SUCCESS,7336149,jinja2
4,256K,0.17000 0.13000 0.02000,SUCCESS,13975248,jinja2
4,485K,0.30000 0.22000 0.05000,SUCCESS,25881368,jinja2
